Type,air_temp,process_temp,rotational_speed,torque,tool_wear,temp_difference,power,machine_failure,TWF,HDF,PWF,OSF,RNF
M,25.12098199042315,26.629824976212127,1747.442774072927,33.74711473447916,125,1.5088429857889771,6.174989716081217,0,0,0,0,0,0
L,22.37613569023184,33.222511759368224,1531.9343471410634,33.336533978695705,248,10.846376069136383,5.347579205926606,1,1,0,0,0,0
L,24.112777546450797,43.511716153416614,1500.3629058269585,38.623697401898596,191,19.398938606965817,6.0680170542087675,0,0,0,0,0,0
H,25.06054830899061,39.117264764831006,1676.7972962608246,40.104851160989526,167,14.056716455840395,7.041644606669114,0,0,0,0,0,0
L,22.145323621853287,32.8245295279724,1442.7356925131462,57.80223740989054,61,10.679205906119115,8.732288064750547,0,0,0,0,0,0
L,26.247003281841046,41.51828582200882,1402.496787690925,34.76574934990006,54,15.271282540167775,5.105638930356303,1,0,1,0,0,0
H,25.520749337018923,36.409400291533515,1301.8828758748496,37.524868423531046,91,10.888650954514592,5.115495667021144,0,0,0,0,0,0
M,26.064001552577448,43.2140789839501,1561.7102312808079,21.391735964596958,117,17.150077431372655,3.4981877403946275,0,0,0,0,0,0
L,25.004938152280108,34.603902230821426,1288.809861758785,44.55279703613411,10,9.598964078541318,6.012574260639498,0,0,0,0,0,0
H,22.698632837416447,33.54075314101805,1358.481947312832,41.21886883274557,239,10.842120303601604,5.863360125438786,1,1,0,0,0,0
L,24.999854296175048,39.94084444866512,1920.8081849810535,45.94921557851572,51,14.94099015249007,9.241846008028475,1,0,1,0,0,0
L,26.24619416729885,36.25999755080094,1634.7779347186156,42.41277541454067,223,10.01380338350209,7.260258575692908,0,0,0,0,0,0
M,22.61938242106747,37.78759536126557,1580.7089717850233,21.8789320750168,25,15.168212940198103,3.621384735503054,1,0,1,0,0,0
L,22.77834796682411,30.68704518829898,1355.896382554744,57.35426158042213,73,7.9086972214748705,8.143082282826482,0,0,0,0,0,0
H,24.507831228097782,40.85602134732395,1654.2678664661885,43.02261626489754,86,16.34819011922617,7.4524535725995396,0,0,0,0,0,0
L,24.257340929935346,39.91143741798661,1296.6513911522834,43.70886201458889,47,15.654096488051266,5.934571386062815,0,0,0,0,0,0
M,24.96767233076247,41.757760254307314,1194.9506310221295,57.60117093387329,44,16.790087923544846,7.207388016235123,0,0,0,0,0,0
M,24.416604108592107,28.201146047057886,1389.4788167373092,35.11803295086766,230,3.784541938465779,5.109503965519731,1,1,0,0,0,0
H,25.319999091594376,29.186391665471586,1264.0586943600244,26.151754028514432,32,3.86639257387721,3.461502832723399,0,0,0,0,0,0
M,27.443636038898717,31.26565212881633,1593.0176131609267,29.119039113974843,191,3.8220160899176143,4.8572923755899335,0,0,0,0,0,0
L,26.076776777194716,33.80328243259399,1573.183392635068,39.67175166126964,77,7.726505655399272,6.535177054476656,0,0,0,0,0,0
M,25.112303308672836,28.335256375784823,1545.624675342492,38.860155712188195,8,3.2229530671119875,6.289341943079536,0,0,0,0,0,0
H,22.786576906108454,38.18640801176078,1616.728481017489,56.26087141869526,77,15.399831105652328,9.524455831357848,1,0,1,1,0,0
M,23.55602682444892,32.80858638937796,1608.0199308711265,43.89932283928034,227,9.252559564929037,7.391726290817679,1,1,0,0,0,0
M,26.68346835809369,41.27985368873442,1364.6133102138872,25.455119766439026,246,14.596385330640729,3.6373188739655817,1,1,1,0,0,0
M,24.063029212283364,45.49457739734141,1595.9890960393861,33.1887206427692,104,21.431548185058045,5.546475000770359,1,0,1,0,0,0
H,23.064495743012575,32.02974242718377,1562.7519546662422,34.04911929935741,1,8.965246684171195,5.571762066987943,0,0,0,0,0,0
M,29.196066237557588,31.163527048752677,1376.7929854972604,37.34140759066916,119,1.9674608111950889,5.383391417741094,0,0,0,0,0,0
M,28.048918747853353,38.7364027787393,1428.4579299749107,32.993464269665274,202,10.687484030885944,4.9350550443295536,1,1,0,0,0,0
L,24.75109316173429,35.48487592534238,1670.468432546471,27.82325829203438,115,10.73378276360809,4.8667931588932225,0,0,0,0,0,0
H,22.83467099686252,36.84836524765289,1236.9164652733677,41.49132278414784,13,14.013694250790373,5.373958148448638,1,0,1,0,0,0
M,26.446717694545896,41.646972933739974,1566.6962093007085,35.41638072911278,163,15.200255239194078,5.81012664245567,0,0,0,0,0,0
H,24.019864003341752,33.64159827665324,1478.3346513787963,27.386735432438666,34,9.621734273311489,4.239451306588224,0,0,0,0,0,0
M,26.777065525624096,29.671280759479338,1494.3760219851708,56.04197738311582,63,2.894215233855242,8.769401803765815,0,0,0,0,0,0
M,24.021893178474745,28.84763878743538,1443.2388882935481,39.35972557828708,105,4.825745608960634,5.948218490800647,0,0,0,0,0,0
M,28.290791135790514,34.113375131130205,1584.2292243369434,59.90152701429423,243,5.822583995339691,9.93693713910511,1,1,0,0,0,0
L,23.962516737208304,33.24068549552322,1184.6261765888323,51.265846814090246,152,9.27816875831492,6.359252785441309,0,0,0,0,0,0
L,29.7294669692072,39.32441559971217,1550.4245547561993,35.388208967500006,96,9.59494863050497,5.745209228487491,0,0,0,0,0,0
L,25.390115569759363,41.96240734435173,1290.2719483800593,58.46054215190193,8,16.57229177459237,7.898429070752785,1,0,1,0,0,0
H,27.76861126810888,41.94273420549879,1706.3238525956183,51.055557291220666,204,14.174122937389907,9.12223195953633,1,0,0,1,0,0
H,23.919799281980264,31.49459236677908,1241.430572060966,34.227268061231186,42,7.5747930847988165,4.449296017731755,1,0,0,0,0,1
L,22.37729949598364,30.98378880721438,1020.8243357503272,36.851150414201506,9,8.606489311230742,3.9391153029542045,0,0,0,0,0,0
H,20.38755439128621,25.932842209132275,1160.3460698973968,42.9877979866838,184,5.5452878178460665,5.223112298156207,0,0,0,0,0,0
M,27.553207676160063,35.0151339638273,1488.6850847140804,37.84938895233775,32,7.461926287667239,5.900085947527445,0,0,0,0,0,0
M,25.136027819952083,39.423614505788734,1189.4125302914592,50.31287320397735,236,14.28758668583665,6.2662577825943515,1,0,1,0,0,0
M,22.504849098956583,31.466624105601436,1238.7033886752183,43.92648763439792,136,8.961775006644853,5.697580008934951,0,0,0,0,0,0
L,27.636406102171712,27.599253800802035,1360.4579706214954,50.49175711468962,53,-0.03715230136967662,7.192870514907235,0,0,0,0,0,0
H,27.311988033521654,44.42914381849889,1605.7786740090928,46.33895987296934,231,17.11715578497724,7.791634925631128,1,1,1,0,0,0
L,27.76477168074107,31.47421563473419,1346.506734646938,33.206233950448514,12,3.7094439539931194,4.681928549375992,0,0,0,0,0,0
H,22.320427943114282,34.43820399366309,1458.0174779410024,23.851989165547344,151,12.117776050548805,3.6415305850290522,0,0,0,0,0,0
M,27.492822602091508,32.66785229121169,1454.7375787062297,32.703943491121365,61,5.17502968912018,4.981744038577933,0,0,0,0,0,0
L,25.768083951351084,28.332947652568713,1210.9131280808547,61.12519707563797,167,2.5648637012176287,7.750502994284762,0,0,0,0,0,0
H,27.855246074615152,39.50940500730681,1581.3380255017958,49.79812769432587,127,11.654158932691658,8.245829625322676,0,0,0,0,0,0
H,26.085462329088763,26.25519457355223,1950.3044782678276,41.19209890724024,58,0.1697322444634679,8.412265441679784,1,0,0,1,0,0
M,25.346031125695276,40.62176770075822,1154.3106856985094,53.89894538906651,55,15.275736575062943,6.514777864971714,0,0,0,0,0,0
L,27.519970468924438,36.34024732922791,1323.479137796754,40.33053210015226,63,8.82027686030347,5.58917464406218,0,0,0,0,0,0
L,26.703798876368634,33.656565879132046,1245.4845912639732,41.135790765870006,59,6.952767002763412,5.364816078361249,0,0,0,0,0,0
L,27.163531197546067,33.740151672266045,1460.367640243512,43.841963518478494,208,6.576620474719977,6.704228775614929,1,1,0,0,0,0
M,24.023905198698426,37.27136750123654,1209.7905486972859,35.89055471993228,224,13.247462302538114,4.546602501327418,1,0,1,0,0,0
L,24.655181252011044,31.78589292840351,1750.5968559857733,31.111526867689953,22,7.130711676392465,5.703009541308371,0,0,0,0,0,0
M,21.532372815506672,35.88376690995045,1782.7496684178168,44.37171189517334,154,14.35139409444378,8.283105200863996,1,0,0,1,0,0
M,23.87975186186681,30.559186768128264,1638.4437508467822,40.21111807959263,107,6.679434906261452,6.8988120557142,0,0,0,0,0,0
M,26.58078707727794,24.244899907314725,1687.1551149757977,37.6250389324272,60,-2.3358871699632147,6.647044700105559,0,0,0,0,0,0
H,26.128375635196775,38.084950075227795,1523.069253665907,45.358514765819635,43,11.95657444003102,7.233943375054547,0,0,0,0,0,0
L,23.04093578013939,47.18583139379488,1715.953547769182,36.22800130688451,56,24.14489561365549,6.5094834943596895,0,0,0,0,0,0
L,27.564690840470185,37.830280124113564,1439.3118928457961,47.884291597255306,42,10.26558928364338,7.216798992295873,0,0,0,0,0,0
M,30.94615057074057,34.76288909686517,1392.7072405235206,27.941868270486943,61,3.8167385261246025,4.074852592048334,0,0,0,0,0,0
M,23.19455109084271,33.016973181914224,1632.801662776669,27.24452616770737,153,9.822422091071513,4.658105510805766,0,0,0,0,0,0
L,24.588236395912258,33.17369080790516,1422.9141754418695,26.802424317888295,215,8.585454411992902,3.9934606804325794,1,1,0,0,0,0
M,23.756809148897148,33.016571056357506,1927.63391007044,40.11500526730235,202,9.259761907460359,8.09707271789595,1,0,0,1,0,0
L,24.81022848761385,35.99495456076067,1710.814540470714,26.55522460018131,92,11.18472607314682,4.757179515335685,0,0,0,0,0,0
H,25.547812000963646,23.06810434522552,1388.4998888169348,57.41506727386585,111,-2.4797076557381246,8.347729269757023,0,0,0,0,0,0
M,23.60533412282495,22.19891596169658,1466.289170269891,57.04060304652113,191,-1.406418161128368,8.757907697673055,0,0,0,0,0,0
L,24.446160411856333,37.255975426384566,1471.8571165346093,43.96105321118241,196,12.809815014528233,6.775328693113662,1,0,1,0,0,0
M,25.174486397185554,34.00433403139069,1349.8603407124808,49.27191959580988,151,8.829847634205137,6.964419913419673,0,0,0,0,0,0
L,25.943203932015106,30.071202423365186,1677.6963631350768,31.483541410593006,200,4.1279984913500805,5.5308715102790025,0,0,0,0,0,0
L,27.932985809970678,29.93378105223811,1325.4530359781445,51.58852820507841,118,2.000795242267433,7.160017940425687,0,0,0,0,0,0
M,24.9710422826705,32.211453429877956,1481.316360769985,36.94937751191872,73,7.240411147207457,5.731279311902802,0,0,0,0,0,0
H,23.87632872962068,32.90826680881148,1345.915749730644,39.49770711138956,138,9.031938079190802,5.566553516174582,0,0,0,0,0,0
L,26.392678295397754,42.11672536791457,1390.5848792677186,38.05569956178939,222,15.724047072516814,5.541327788542353,1,1,0,0,0,0
L,25.800345757945617,29.64972838797329,1653.7383928167483,32.87660779978034,194,3.849382630027673,5.693121313515739,0,0,0,0,0,0
L,24.61434480835054,38.81974953653573,1635.6212505560618,45.83211767651159,216,14.20540472818519,7.8496320031087405,1,1,0,0,0,0
H,25.970033449653652,37.95132627401366,1430.0636187958658,34.59077746278174,180,11.981292824360008,5.179791873862631,0,0,0,0,0,0
H,24.23370284254831,33.95284484137005,1727.4345675656493,37.3684037701517,170,9.71914199882174,6.759316482440899,0,0,0,0,0,0
M,23.939231961891135,38.82492520881986,1614.5939314130087,17.307439351360525,103,14.885693246928728,2.926124245550304,1,0,1,0,0,0
H,21.20136569041368,37.20835662048025,1523.442812489112,43.74912159369732,154,16.00699093006657,6.978982706244019,1,0,1,0,0,0
M,24.344153785208846,28.71911681055559,1681.6436649027048,38.971493261328895,0,4.374963025346744,6.862425628765673,0,0,0,0,0,0
M,21.47495403829892,32.03334047777966,1783.7869370091817,30.60826363103414,48,10.558386439480739,5.717133071159364,0,0,0,0,0,0
H,23.72119230232806,36.938863711088096,1588.0065933200915,37.61575298548551,47,13.217671408760037,6.254875785722607,1,0,1,0,0,0
M,26.158961473194644,32.0100327184765,1554.6094231728066,35.34156919587919,207,5.851071245281858,5.753124241008123,1,1,0,0,0,0
H,21.9896606523288,38.05373435922118,1115.886369008101,24.54063750732336,226,16.06407370689238,2.8674934954126785,1,0,1,0,0,0
M,24.62031011166727,40.812628204524984,1552.465340989809,56.235883728346415,206,16.192318092857715,9.1418073725854,1,1,1,0,0,0
H,25.1309473355346,34.86429401504949,1592.9993511833768,54.16079596482864,225,9.733346679514888,9.034357364559924,1,0,0,1,0,0
H,24.522811591337533,31.970637986248846,1562.8850665331247,47.136802200418764,180,7.4478263949113135,7.71407374273929,0,0,0,0,0,0
M,24.037330345519013,31.40188724407016,1319.7817117825944,52.490210279652096,10,7.364556898551147,7.253991578503411,0,0,0,0,0,0
L,25.650777627105278,33.17837809489698,1362.653855696206,35.017711369197414,136,7.5276004677917,4.996546535590966,0,0,0,0,0,0
M,25.928198401133205,32.82887383607214,1644.4887773216365,39.91022249524695,60,6.900675434938936,6.87245162239195,0,0,0,0,0,0
H,25.003052257079258,39.3201370398978,1422.3897802110077,34.647995896346266,120,14.317084782818544,5.160518876204803,0,0,0,0,0,0
L,24.148478164394145,32.067643285593476,1535.514083519607,42.51794255208039,87,7.919165121199331,6.8363245645023065,0,0,0,0,0,0
M,26.729471866100216,34.121210150566995,1079.4966739777433,49.54355232285553,100,7.391738284466779,5.60021989000679,0,0,0,0,0,0
M,22.3785198795035,38.8985428799466,1496.872015648005,39.249109136216674,98,16.520023000443103,6.151925979593422,1,0,1,0,0,0
M,26.37475711695044,33.35006489592193,1661.259361695672,27.114126896379084,21,6.975307778971491,4.716607030451746,0,0,0,0,0,0
L,25.83938878264331,32.77895312962046,1560.4163802298942,44.14692019804412,103,6.93956434697715,7.213358891490055,0,0,0,0,0,0
H,25.39805368762654,39.35667592124359,1472.1463313896904,33.95053669105201,229,13.958622233617053,5.233524401931235,0,0,0,0,0,0
M,24.980209008546712,40.80002750666445,1290.0793104549084,49.334003212721896,70,15.819818498117737,6.664374538916073,1,0,1,0,0,0
M,21.2200624021753,35.19184648533758,1141.4815210483457,58.74718493694549,171,13.971784083162277,7.021866598862094,0,0,0,0,0,0
M,27.774704724023458,43.30350439561644,1343.724769890231,50.663398291801954,29,15.528799671592985,7.128551121623949,1,0,1,0,0,0
M,26.67734209777038,35.82876305926184,1708.012605189515,37.843690012264034,59,9.151420961491457,6.768324562076598,0,0,0,0,0,0
M,23.07721964821139,39.38166781144191,1489.1640289141421,41.145631307183365,220,16.304448163230518,6.415978438703774,1,1,0,0,0,0
H,26.517619370031245,44.775038629485856,1638.1366497131226,39.044946760301514,54,18.25741925945461,6.697482541795556,0,0,0,0,0,0
H,25.377679399047242,31.856658801666523,1786.9192922179586,31.018492558401928,126,6.478979402619281,5.803931179908648,0,0,0,0,0,0
M,23.8339959410871,32.393371607090536,1524.8569644644006,34.69701190397573,38,8.559375666003437,5.540102643757235,0,0,0,0,0,0
L,27.383587434779095,38.997084501187416,1669.118149011359,38.47813143919604,168,11.613497066408321,6.725083510492846,0,0,0,0,0,0
H,24.13832148231826,34.19707360520602,1727.0446639234467,37.77171926489938,136,10.05875212288776,6.830727351168474,0,0,0,0,0,0
L,27.712253199192443,30.295341249283894,1220.1473674256697,27.756427353283428,128,2.583088050091451,3.546275577408442,0,0,0,0,0,0
H,26.068560729900256,33.25412349055273,1347.6385637604483,40.451515635111825,130,7.1855627606524735,5.7082746002550175,0,0,0,0,0,0
M,26.91311745284871,27.92617992469134,1163.206430274749,39.414227373966455,196,1.0130624718426304,4.8007207042627025,0,0,0,0,0,0
H,26.158170746146894,35.123090970377085,1136.0838568342147,17.466469789673322,138,8.964920224230191,2.077840247531975,0,0,0,0,0,0
M,26.065461575519084,35.815459912344,1400.2697712765519,38.76094729726024,131,9.749998336824913,5.683328042554668,0,0,0,0,0,0
H,25.430460863292865,40.424690213195824,1448.8977389939039,16.513611656929626,235,14.994229349902959,2.5053962923925353,1,0,1,0,0,0
M,23.54636210588946,40.90249280930363,1125.568912625216,29.819072811771594,160,17.35613070341417,3.514494383270984,0,0,0,0,0,0
M,25.125051444689618,33.413821748936954,1590.9134354601204,28.167389308151733,160,8.288770304247336,4.692343255725062,0,0,0,0,0,0
M,26.832781688082335,45.53796568392837,1402.717527010601,37.68160826623819,44,18.705183995846035,5.534727995916216,0,0,0,0,0,0
M,26.438519423171233,29.630684110821267,1787.0137254205217,33.17909187928979,147,3.1921646876500347,6.208533255003082,0,0,0,0,0,0
L,26.002506929720596,27.999690144461127,1536.7575791962595,36.62824264914689,164,1.9971832147405308,5.894107801436247,0,0,0,0,0,0
M,20.808493373808005,28.789240154792406,1535.2873029161146,58.979099087166375,83,7.980746780984401,9.481660938843763,1,0,0,1,0,0
L,24.573551762185485,29.143594896942464,1459.0553326359063,30.329748092866772,225,4.570043134756979,4.6337990253823005,1,1,0,0,0,0
L,24.363421557300395,38.79038365979912,1476.1508465794764,50.99559973509304,148,14.426962102498724,7.882429080710546,1,0,1,0,0,0
M,22.793484863876774,43.41080373141834,1574.073047206217,45.987707079945864,57,20.617318867541567,7.579896357838462,0,0,0,0,0,0
L,26.807515242274533,43.616202582529425,1681.1658276879211,43.8226327079055,50,16.80868734025489,7.714462051083739,1,0,1,0,0,0
H,20.9493826137809,25.57700841337092,1233.433016446408,52.320989804623515,70,4.627625799590017,6.757532594573669,0,0,0,0,0,0
M,26.673271495802624,39.28410925721853,1332.548252679885,35.44574228929419,143,12.610837761415908,4.945880832726752,1,0,1,0,0,0
L,27.658476498806458,42.63533345612345,1558.7282020079879,38.50943649868442,223,14.97685695731699,6.285418294652896,1,1,0,0,0,0
M,24.580316523462262,39.989679718514545,1492.2264576863054,31.53041538344777,163,15.409363195052283,4.926756026913095,0,0,0,0,0,0
M,24.851322112044638,31.83315304546724,1658.3962987408863,16.162118799915774,177,6.9818309334226,2.806617591370766,0,0,0,0,0,0
M,26.935118471386676,35.84200459729178,1365.5031813817304,41.043980100289055,74,8.906886125905107,5.868658157435931,0,0,0,0,0,0
L,23.472690693151335,30.242431240650568,1752.7905823672543,57.209052849079924,247,6.769740547499232,10.500051210473071,1,1,0,1,0,0
H,26.321552953544913,38.73713160032022,1396.5692472249202,26.16459350739853,175,12.415578646775305,3.8262478176516854,1,0,1,0,0,0
H,23.164371304647133,27.682048698976324,1436.5509095343627,27.162945437896035,28,4.517677394329191,4.085963766957258,0,0,0,0,0,0
L,22.565116188761266,38.4269071957958,1718.9694450277593,42.9976592839271,41,15.861791007034533,7.739441101234016,0,0,0,0,0,0
M,25.591981453299738,31.449627505258707,1614.235377594687,37.742818508339816,97,5.8576460519589695,6.379664176575671,0,0,0,0,0,0
L,24.94662603741093,36.81602367263787,1896.4239773356137,55.016746693848276,186,11.869397635226939,10.925139014158505,1,0,0,1,0,0
L,21.55799137765804,33.732555223232026,1689.772176693779,34.89176096650026,182,12.174563845573985,6.173730563041065,0,0,0,0,0,0
L,27.830621904839244,33.19830731810734,1757.9948095333013,55.322992801937765,119,5.367685413268095,10.184034994099976,0,0,0,0,0,0
M,24.17056592323271,39.733865033167866,1440.622540287357,44.448186971263326,73,15.563299109935155,6.7050324634250025,1,0,1,0,0,0
L,26.021359838718105,42.63240646921525,1760.685333647739,51.303513583707584,194,16.611046630497142,9.458570045176074,1,0,1,0,0,0
M,28.2103665026663,30.675181081991358,1513.7838329854433,31.96715657392023,149,2.4648145793250578,5.067158618650762,0,0,0,0,0,0
L,25.495208752558725,35.93320010222488,1056.0309903449688,37.776000265380155,223,10.437991349666156,4.1772384263373,0,0,0,0,0,0
H,27.546584131734182,29.567739504757107,1594.8689907743287,41.629661230685336,107,2.021155373022925,6.952236208718357,0,0,0,0,0,0
L,23.273891907310034,32.69748940607864,1612.0407732907506,43.52643264580307,83,9.423597498768604,7.347265355071012,0,0,0,0,0,0
L,27.841970707660096,31.365833109642246,1281.648603578195,32.711246855537915,123,3.52386240198215,4.389981555361444,0,0,0,0,0,0
H,23.348271008033752,28.70421778929615,1571.9255588400172,34.9702151892908,1,5.355946781262396,5.7560811575059265,0,0,0,0,0,0
M,23.85771702474364,40.29624578413878,1523.1037237522394,55.40530673168664,135,16.438528759395144,8.836442827085543,0,0,0,0,0,0
M,22.090669178024914,35.517259688552436,1742.5789816693443,49.023799484774216,113,13.426590510527522,8.945323830758113,1,0,1,1,0,0
L,25.536849109831884,32.266711607106785,1587.664717074805,27.70163495350027,40,6.729862497274901,4.6053307247076996,0,0,0,0,0,0
H,26.26185502868585,34.709017436100936,1500.0915112592013,42.641564318930385,127,8.447162407415085,6.698036509072327,0,0,0,0,0,0
M,26.533616770787038,40.98161663942858,1233.7886673922178,52.088409633691654,88,14.447999868641542,6.729433456390826,1,0,1,0,0,0
L,22.13682748056923,40.13826563680014,1106.7193384231423,32.67427250666794,138,18.00143815623091,3.7865182462865974,1,0,1,0,0,0
H,25.749952492926063,37.79154248063226,1753.1208437813384,45.28725573528106,23,12.041589987706196,8.313511202845778,1,0,1,0,0,0
M,25.823964736017416,31.653139541773736,1578.82437209497,45.70606331792709,153,5.82917480575632,7.556214316110909,0,0,0,0,0,0
M,26.229543419151856,35.59668189513074,1451.9454335812638,23.10539520668932,34,9.367138475978887,3.5128558179521447,0,0,0,0,0,0
H,23.454542426862997,29.54507752381771,1610.9142350302832,32.24097984458748,231,6.090535096954714,5.438476794028316,1,1,0,0,0,0
H,19.9893925383116,34.563612808333396,1452.5741790916923,34.72621579667598,132,14.574220270021797,5.28192716270341,1,0,1,0,0,0
H,26.412957808006762,39.88975891133162,1099.7821792115665,40.00143616953911,142,13.476801103324856,4.606582894463676,1,0,1,0,0,0
H,24.70834073019412,40.816061785824594,1702.624635573302,34.50366315649132,105,16.107721055630474,6.151496011284293,0,0,0,0,0,0
L,25.560482211419377,31.78600759605763,1728.153568690681,43.927645950677544,13,6.225525384638253,7.94908043076902,0,0,0,0,0,0
H,24.810785926420344,39.16310094510443,1434.263512427182,36.79742301699301,164,14.352315018684088,5.526408501007458,1,0,1,0,0,0
M,25.46900449405376,38.13603171397326,1491.681261974634,24.405793513732075,17,12.6670272199195,3.8121115045085023,1,0,1,0,0,0
M,26.474238588378512,33.796977915980875,1377.3826083930435,12.869544239833687,203,7.322739327602363,1.8561556454336954,1,1,0,0,0,0
L,21.285956580915215,38.730586066303914,1868.9167076372123,34.61713383670867,194,17.4446294853887,6.77450678512443,0,0,0,0,0,0
M,27.28204055247856,41.13139529613123,1740.8174307606705,41.54411670306634,103,13.849354743652672,7.572850523796167,1,0,1,0,0,0
M,24.635715008659158,39.2532926394579,1337.5623539745668,39.95302857264312,173,14.617577630798738,5.595776643564153,1,0,1,0,0,0
H,28.254148536952,29.73157862324682,1621.0062801324075,29.15907341803968,224,1.4774300862948202,4.949428390940761,1,1,0,0,0,0
M,24.081089169229635,33.6092503639539,1324.584812232239,48.33042099434665,67,9.528161194724262,6.7034284416651015,0,0,0,0,0,0
L,23.636804374825175,36.99809328691944,1337.4268273943974,36.01578096239132,245,13.361288912094267,5.043819022896603,0,0,0,0,0,0
H,24.703321184418165,30.98252183202209,1411.4248079661454,48.512327010520984,56,6.2792006476039255,7.1697907680435,0,0,0,0,0,0
H,25.999974081863684,42.789758787152834,1378.426795814149,48.9010376763851,39,16.78978470528915,7.058272322120051,0,0,0,0,0,0
L,24.45129489667391,36.56724881652056,1188.1763644047107,48.20159018821766,217,12.11595391984665,5.997067035430601,1,1,0,0,0,0
H,26.145026575251045,32.73216128968871,1765.2893455091225,46.39600403149929,212,6.587134714437667,8.576164564503035,1,1,0,1,0,0
H,24.225748189880896,32.41967740792916,1542.245579910512,28.107530605431656,172,8.193929218048261,4.539132443814284,0,0,0,0,0,0
L,25.069784436022207,31.524154147455043,1810.7767545204886,37.97351596475826,143,6.454369711432836,7.200163350408055,0,0,0,0,0,0
H,29.473105898089408,38.52921360512608,1466.7511463455899,54.91207997722403,111,9.056107707036674,8.433754581655922,1,0,0,1,0,0
L,25.714533727065113,39.12403011659572,1206.4698092475464,37.5266251941458,61,13.409496389530606,4.740810506773325,0,0,0,0,0,0
L,25.874992453851952,31.680642667118796,1705.0801275016577,24.597863547718003,22,5.805650213266844,4.391762127142553,0,0,0,0,0,0
M,22.054860025622045,42.34633657518663,1552.289319716354,47.158125839132026,215,20.29147654956459,7.665241369416174,1,1,1,0,0,0
M,27.70857504669,33.06523227187778,1446.906736769345,45.37396842208653,200,5.3566572251877815,6.874544563756703,0,0,0,0,0,0
H,27.132930170646535,31.015442381441314,1740.997235376677,38.89746085490494,82,3.882512210794779,7.091138409587647,0,0,0,0,0,0
H,23.571101781416402,37.386198115530675,1231.3652461718407,37.137732503049186,218,13.815096334114273,4.788493521034673,1,1,1,0,0,0
L,27.093451868743472,29.001944623822304,1696.200766981798,42.313236815164466,103,1.9084927550788322,7.5153659412947045,0,0,0,0,0,0
H,25.65960245468004,28.17446612647489,1643.608096697064,47.52197513390264,222,2.514863671794849,8.17879613624282,1,1,0,0,0,0
L,25.092831797213144,30.233782391484038,1546.2710797023833,40.792225495977895,50,5.140950594270894,6.604799849332862,0,0,0,0,0,0
L,27.58191129255,31.07371282143844,1204.40472348603,45.80865610019276,0,3.491801528888441,5.777189715562231,0,0,0,0,0,0
H,23.97540285385854,38.747500504555425,1687.6094335894988,56.66444393740401,76,14.772097650696885,10.01334556417448,0,0,0,0,0,0
L,23.5552898886403,28.51883648534381,1648.8354477938067,37.290383790904365,172,4.963546596703512,6.438293890709812,0,0,0,0,0,0
M,25.41512664067401,36.843931464787026,1553.2081657747478,66.89226962828975,3,11.428804824113016,10.879331875797467,0,0,0,0,0,0
H,26.05645762907526,39.20769943145329,1489.083981578263,58.155388355042966,54,13.151241802378031,9.067880339471992,1,0,0,1,0,0
M,26.932631773387673,42.22344358881333,1274.2845178806506,35.26827815447097,88,15.29081181542566,4.705949824560284,0,0,0,0,0,0
H,24.69809409650679,32.54068104578917,1275.9946188586025,60.40351529186623,137,7.842586949282381,8.070634604457027,1,0,0,1,0,0
L,23.300457766818703,32.936725395972864,1344.9496948519661,34.65878660727768,214,9.636267629154162,4.881081096481417,0,0,0,0,0,0
H,30.057135435929858,45.18224291481349,1184.9371936297468,64.37712504483346,249,15.125107478883635,7.9877329722069375,1,1,0,0,0,0
M,22.826810877922075,41.76574420733665,1191.5958825259588,37.43150201601285,106,18.938933329414578,4.670494626077805,0,0,0,0,0,0
L,25.110236246579056,33.62693010985023,1411.245345814782,45.14575709577414,29,8.516693863271172,6.6713863439472165,0,0,0,0,0,0
H,26.559411049095225,40.73334531854391,1233.3286278139697,44.95136100091182,141,14.173934269448687,5.8052146996465925,1,0,1,0,0,0
H,27.30224523007567,36.23736136226461,1453.5107187410367,36.176230870233525,223,8.935116132188938,5.506025061103122,1,1,0,0,0,0
H,23.865679642504563,35.081561696710544,1513.1088240198467,44.49341325955827,157,11.21588205420598,7.0495681899266245,0,0,0,0,0,0
M,21.250164611184594,47.41626475972713,1210.229371488728,51.60571318549697,4,26.166100148542533,6.539764380493358,0,0,0,0,0,0
M,23.81946965307466,40.37398764141702,1665.5283916851506,40.85545059901155,236,16.554517988342358,7.125226484580504,1,1,0,0,0,0
H,26.72264502042777,44.43404865874689,1702.1763050466268,42.61821777292794,14,17.71140363831912,7.596201094910468,0,0,0,0,0,0
L,26.274992962990478,29.68901585219035,1062.8426816722401,48.11288160818279,144,3.414022889199874,5.354599383394764,0,0,0,0,0,0
L,26.34024471777615,43.98806856871903,1770.5036110223052,28.894176276716827,47,17.647823850942878,5.3567794173237875,0,0,0,0,0,0
M,26.423328172148747,34.218231552840244,1611.8713867302824,40.84211582951898,96,7.794903380691498,6.893428050170217,0,0,0,0,0,0
L,27.680168465361017,34.153706138968076,1518.7548333232246,52.58331198158361,203,6.4735376736070585,8.362425049651637,1,1,0,0,0,0
M,23.448223109410417,36.94915663289644,1792.489383514153,37.219979715614464,24,13.500933523486022,6.986012407837807,1,0,1,0,0,0
H,22.60420400854479,37.56184711972925,1521.25429210886,45.99441960584794,243,14.95764311118446,7.326618663712259,1,1,0,0,0,0
